职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
科研人员,北京,博士,经验不限,,18-25k,环保,,500-999人,,,,<岗位标签>微生物学；土壤学；植物营养学；植物保护学；农学</岗位标签>一、 招聘对象1. 已取得博士学位，具有微生物科学、土壤学等相关农业领域知识背景，具备良好的科学道德和严谨的科学态度与独立科研能力；2、留学归国人员，具有国外工作学习经历的申请者予以优先考虑；3、2021年博士后出站人员。二、岗位职责：1、根据公司发展战略，改良现有产品结构，研发新产品；2、研究分析农业肥料市场，调整产品符合市场需求；3、研究分析肥料前沿技术，改良创新技术，并应用到新产品中；4、对业务人员和技术人员进行专业培训。三、任,北京嘉博文生物科技有限公司（简称BGB），是一家利用微生物技术发展循环经济，致力于城乡有机废弃物无害化、资源化处置，并开发系列环境友好型土壤调理剂、微生物肥料和有机质制品，实现资源循环再利用的生物环保和土壤改良的高新技术企业和农业产业化重点龙头企业。我们聚焦于有机废弃物资源化利用项目的建设、运营及服务和土壤改良、修复及农产品品质提升两大业务板块，着力于解决城市餐桌资源浪费、畜禽粪便环境污染、农业用地土壤退化、农产品品质降低等核心问题，通过“资源再生、沃土固碳”等技术途径减少碳排放，助力国家实现“碳达峰、碳,https://www.liepin.com/company/957080/,https://www.liepin.com/job/1935310759.shtml,2024-05-10 17:08:44
薪酬福利专员,北京-朝阳区,统招本科,1-3年,,10-18k,基金/证券/期货,,50-99人,,,,<岗位标签></岗位标签>职责描述：1、按公司薪酬制度进行工资及奖金的核算发放并代扣代缴个税，协助员工办理个税年度汇算；2、负责公司福利方案的管理与更新；4、负责员工及实习生的入离职手续的办理和相关文档的维护；5、协助员工办理工作居住证，落户等各类员工关系工作；6、完成年度人力预算，协助年度审计中薪酬相关部分7、完成其他领导交办的工作。任职要求：1、全日制本科及以上学历；2、熟悉薪资福利工作内容，有3年左右的相关工作经验；3、了解各类相关的法律法规；4、熟练使用office办公软件，具有中英文双语工作能力,贝塔斯曼集团业务遍及近50个国家，核心业务为媒体与服务，主要地域市场为西欧（尤其是德国、法国、英国、西班牙）和美国，同时也在加强渗透中国、印度和巴西等增长区域。贝塔斯曼集团旗下子集团包括RTL（广播电视）、企鹅兰登书屋（图书出版）、古纳雅尔（期刊杂志）、欧唯特（服务）和Be Printers（印刷）。贝塔斯曼股份两合公司（Bertelsmann SE & Co. KGaA）是一家以资本市场为导向的未上市股份有限公司。作为控股型公司，贝塔斯曼股份两合公司负责处理核心集团工作，如集团战略制定、资金分配、财务和,https://www.liepin.com/company/8339774/,https://www.liepin.com/job/1951225177.shtml,2024-05-10 17:09:15
固收交易员,北京,硕士,3-5年,,薪资面议,基金/证券/期货,,100-499人,新三板上市,,,<岗位标签>询价；现券；交易</岗位标签>中邮创业基金管理股份有限公司（公募） 中邮创业基金管理股份有限公司（以下简称“中邮创业基金”）经中国证监会批准，于2006年5月在北京成立。注册资本3.041亿元人民币，主要股东为首创证券、中邮证券和三井住友银行。中邮创业基金主要从事基金募集、基金销售、资产管理以及中国证监会许可的其它业务。现诚邀各路英才加盟。招聘岗位：固收交易员福利情况：全额五险一金、高端补充医疗、年终奖金、三餐、工作居住证、定期体检、意外伤害险等薪酬：面议岗位名称：固收交易员岗位职责：1.负责,中邮创业基金管理股份有限公司诚聘英才中邮创业基金管理股份有限公司（以下简称“中邮创业基金”）经中国证监会批准，于2006年5月在北京成立。注册资本3.041亿元人民币，主要股东为首创证券、中国邮政集团和三井住友银行。中邮创业基金主要从事基金募集、基金销售、资产管理以及中国证监会许可的其它业务。一直以来，我们始终秉承价值投资理念，诚实守信、勤勉尽责，公司的业绩与规模得到了蓬勃的发展。2020年“英华奖”三年期股票投资基金经理2020年“金禧奖”优秀权益类基金团队2020年中国金鼎奖“固收+”产品实力团队20,https://www.liepin.com/company/9805043/,https://www.liepin.com/job/1966835163.shtml,2024-05-10 17:45:46
拉丁舞老师,北京,硕士,,,150-200元/天,IT/互联网/游戏,,500-999人,A轮,,实习,<岗位标签></岗位标签>岗位职责：1.结合学员实际情况，为其设计课程，并做好教学计划。2.根据教学计划实施授课，本着趣味性与专业性相结合的原则开展教学。3.负责向学员（或家长）定期反馈学习进度、课堂表现、学习成果，传达公司促销政策、考级信息及活动资讯等信息。4.负责协助校区向学员开展升班、扩报及转介绍业务，协助校区给意向客户上体验课，提升校区业绩。5.负责协助教学部开展课程研发及教师培训等工作，确保公司教学品质及师资专业能力持续提高。6.完成校区及集团教学部排的其他工作。职位要求：1.舞蹈\师范类院校相,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,https://www.liepin.com/company/12220537/,https://www.liepin.com/lptjob/66835441,2024-05-11 14:57:31
一级注册结构工程师,北京,,,,11-16k·13薪,IT/互联网/游戏,,,A轮,,,<岗位标签></岗位标签>,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,https://www.liepin.com/company/12220537/,https://www.liepin.com/lptjob/66835279,2024-05-11 14:57:07
供应链计划员（实习生）(J10873),北京-大兴区,本科,,1人,150-200元/天,电子/半导体/集成电路,,5000-10000人,,,实习,<岗位标签>团队管理；英语</岗位标签>职责描述：1. 协助计划员对齐套物料的到货情况进行监控； 2. 协助统计数据，制定物料跟踪表，识别跟踪物料风险，并进行物料风险信息汇总逐级上报； 3. 协助计划员跟进并回复制造未来两周待启动项目物料货期，并将风险物料明细上报； 4. 协助跟踪后期待发物料按期到货；任职要求：1. 正规院校全日制本科以上学历；2. 具有良好的沟通能力强；3. 熟练操作办公软件；4. 具有高度的责任心，能在压力下独立承担工作；5. 具备良好的团队协作精神；6. 动手能力强，吃苦耐劳；7.,北方华创微电子主要产品包括刻蚀、PVD、CVD、氧化/扩散、清洗、气体质量流量计等高端半导体工艺装备及核心零部件，广泛应用于集成电路、微机电系统、功率半导体、先进封装、半导体照明、化合物半导体、新能源光伏、平板显示等领域。北方华创微电子在北京经济技术开发区、中关村电子城高科技园区、顺义天竺出口加工区拥有三大制造基地，营销服务体系覆盖欧、美、亚等全球主要国家和地区。北方华创微电子以“创造精良，打造民族自尊”为己任，继续发扬“精良品质·卓越服务·中国制造”的企业精神，将以高端微电子工艺装备领军企业的姿态登上世,https://www.liepin.com/company/10271447/,https://www.liepin.com/lptjob/66835009,2024-05-11 14:56:45
AI编辑实习生（数理方向）-内容质量与数据服务平台,北京-海淀区,本科,,,150-200元/天,互联网,,10000人以上,其他,,实习,<岗位标签></岗位标签>职位描述: 日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。团队介绍：抖音集团内容质量与数据服务平台（DOUYIN GROUP CONTENT QUALITY AND DATA SERVICE，简称CQC）是负责抖音集团今日头条、抖音、西瓜等产品内容安全与质量工作的团队，在各产品运营增长方面开展支持工作，为产品线提供数据服务的基础支持。平台下设内容质量中心、数据中心及运营支持中心，在全国10余个城市有业务分布。1、为人工智能机器学习提供优质的语料,"字节跳动成立于2012年3月，公司使命为“Inspire Creativity, Enrich Life（激发创造，丰富生活）”。公司业务覆盖150个国家和地区，拥有15万名员工。字节跳动在全球推出了多款有影响力的产品，包括今日头条、抖音、西瓜视频、飞书、Lark、PICO、剪映、TikTok等。截至2021年6月，字节跳动旗下产品全球月活跃用户数超过19亿。",https://www.liepin.com/company/7863078/,https://www.liepin.com/lptjob/66834707,2024-05-11 14:56:26
交通规划,北京-朝阳区,本科,,1人,8-10k·18薪,专业技术服务,,100-499人,,,应届,<岗位标签>路桥工程；建筑设计</岗位标签>岗位职责：1、贯彻执行国家、行业和地方现行的技术规范、标准；2、参与勘察、咨询、各阶段设计项目的工作；3、参与公司科研项目；4、参加本专业技术培训，提升专业技术水平、设计实践能力；5、履行公司有关规定的职责。 任职要求：1、教育背景：2024年应届硕士/本科毕业生，交通工程类专业。2、北京生源。3、能力/素质：（1）能够运用本专业的基础理论和专业技术知识；（2）具有完成一般性技术工作的能力；（3）具有较好的专业设计能力；（4）沟通能力、领悟能力和应变能力较强、具,民航机场规划设计研究总院有限公司（简称“民航总院”）前身为 1954 年成立的中国民用航空局场建处设计科，曾用名中国民用航空机场设计院，1993年并入中国民航机场建设工程公司，现为中国民航机场建设集团有限公司的全资子公司，是我国民航机场规划、设计、咨询、科研的龙头企业。民航总院设有总图、场道、建筑、交通、结构、给排水、暖通、电气、航管、弱电、灯光、岩土、道路、桥梁、工艺设备、航行服务、经济、概算等机场规划设计全过程所需17个专业。民航总院本部设有三个综合设计院：设计一院、设计二院、设计三院；设有六个专业所,https://www.liepin.com/company/13206969/,https://www.liepin.com/lptjob/66834315,2024-05-11 14:55:56
BIM工程师,北京-朝阳区,本科,,1人,8-10k·18薪,专业技术服务,,100-499人,,,应届,<岗位标签></岗位标签>岗位职责：1、协助主管工程师完成建筑信息化（BIM）相关工作；2、按照要求完成信息化（BIM）模型创建、模型审核、信息载入、模型应用等；3、负责根据施组施工方案快速出图、提效；4、协助完成招投标相关工作；5、完成上级安排的其他工作。任职要求： 1、教育背景：2024年应届硕士/本科毕业生，软件工程类专业。2、北京生源。3、能力/素质：（1）能够运用本专业的基础理论和专业技术知识；（2）具有完成一般性技术工作的能力；（3）具有较好的专业设计能力；（4）沟通能力、领悟能力和应变能力较,民航机场规划设计研究总院有限公司（简称“民航总院”）前身为 1954 年成立的中国民用航空局场建处设计科，曾用名中国民用航空机场设计院，1993年并入中国民航机场建设工程公司，现为中国民航机场建设集团有限公司的全资子公司，是我国民航机场规划、设计、咨询、科研的龙头企业。民航总院设有总图、场道、建筑、交通、结构、给排水、暖通、电气、航管、弱电、灯光、岩土、道路、桥梁、工艺设备、航行服务、经济、概算等机场规划设计全过程所需17个专业。民航总院本部设有三个综合设计院：设计一院、设计二院、设计三院；设有六个专业所,https://www.liepin.com/company/13206969/,https://www.liepin.com/lptjob/66834111,2024-05-11 14:55:46
终端管理主管,北京-昌平区,本科,3-5年,,8-19k·16薪,整车制造,,10000人以上,沪深A股上市,,,<岗位标签>汽车</岗位标签>职责描述：1、分销通路规划、分销运营管理、销网络的规划和建设，组织编制网络发展计划，2、对竞品及自身营销渠道的分析、评估，根据网络政策对营销渠道的设计、调整和完善，负责制订营销网络的建立标准和相关管理文件，配合区域共同开展网络招商的实施与目标推进3、对营销网络进行有效管理，配合区域实施营销网络建设、优化和提升任职要求：1、有相关营销类、管理类、汽车类相关专业工作经验2、具有吃苦耐劳和工作积极主动性的品质3、从事汽车销售行业3年以上工作经验。4、善于规划和总结人员优先 其他信息,"北汽福田汽车股份有限公司（简称福田汽车）成立于1996年，1998年在上海证券交易所上市，是中国品种**、规模**的商用车企业，2022年品牌价值达1915.16亿元，连续18年蝉联中国商用车行业**位。2021年4月,福田汽车总销量突破1000万辆，成为中国汽车工业史上**销量突破千万辆的商用车企、中国*个千万级“双自主”商用车企、全球突破千万销量用时最短的商用车企。海外累计出口68万辆，连续11年位居中国商用车出口**，产品覆盖全球110个国家和地区。辉煌26年，福田汽车锻造了从新兴企业到世界前列商用",https://www.liepin.com/company/215441/,https://www.liepin.com/job/1964058459.shtml,2024-05-10 17:13:45
项目助理,北京-朝阳区,本科,,1人,8-10k·18薪,专业技术服务,,100-499人,,,应届,<岗位标签>施工现场管理；建筑施工；房建工程</岗位标签>岗位职责：1、协助项目经理组织制定项目总体规划和施工计划，全面负责项目进展、施工、安全、费用支出、与业主沟通等；2、协调解决处理好与业主关系，确保项目正常进行；3、协助项目部做好迎检和验收等工作，协助项目经理妥善协调现场各项工作；4、协助完成项目部的管理类、技术类文件编制工作；5、完成领导交给的其它工作等。任职要求：1、教育背景：2024年应届硕士/本科毕业生，工程管理类、土木工程类专业。2、北京生源。3、能力/素质：（1）能够运用本专业的基础理论,民航机场规划设计研究总院有限公司（简称“民航总院”）前身为 1954 年成立的中国民用航空局场建处设计科，曾用名中国民用航空机场设计院，1993年并入中国民航机场建设工程公司，现为中国民航机场建设集团有限公司的全资子公司，是我国民航机场规划、设计、咨询、科研的龙头企业。民航总院设有总图、场道、建筑、交通、结构、给排水、暖通、电气、航管、弱电、灯光、岩土、道路、桥梁、工艺设备、航行服务、经济、概算等机场规划设计全过程所需17个专业。民航总院本部设有三个综合设计院：设计一院、设计二院、设计三院；设有六个专业所,https://www.liepin.com/company/13206969/,https://www.liepin.com/lptjob/66833571,2024-05-11 14:55:04
实习生(J68079),北京-昌平区,本科,,2人,150-200元/天,互联网,,500-999人,,,实习,<岗位标签>企业培训；培训开发与实施；人力资源经验</岗位标签>岗位职责：1、协助人力资源日常数据整理及分析；2、协助组织和执行员工培训计划，包括培训宣传预热、培训材料准备、培训计划执行等；3、其他日常工作安排。任职要求：1、本科及以上学历，人力资源管理、劳动人事等相关专业优先考虑；2、熟练使用办公软件，包括但不限于Excel、PPT等；3、熟练使用画图软件、PS工具等4、具备良好的沟通和协调能力，良好的学习能力和自我管理能力。备注：此岗位为实习生岗位，实习期为3个月至6个月。招聘人数：2人,泰康在线财产保险股份有限公司”，成立于2015 年，是由国内大型保险企业发起成立的专业互联网财产保险公司，世界五百强企业泰康保险集团成员公司。公司以“保险+ 科技”、“保险+ 服务”为主要商业模式，充分融合泰康保险集团现代金融服务元素，专注于互联网保险业务的创新开拓。秉持“让保险更安心、更便捷、更实惠”的理念，泰康在线致力于开发完全贴合互联网生态的保险产品，产品涵盖互联网财产险、车险、健康险、意外险、货运险、责任险、信用保证保险等，同时可开展与互联网保险相关的技术服务与咨询服务。泰康在线通过完善的线上服务,https://www.liepin.com/company/8639521/,https://www.liepin.com/lptjob/66832417,2024-05-11 14:54:53
售前解决方案,北京-朝阳区,本科,,,8-12k,计算机软件,,1-49人,A轮,,应届,<岗位标签></岗位标签>岗位职责：1、AI解决方案咨询：结合公司已有的标杆客户案例，输出具有通用价值的AI项目解决方案；2、深入了解客户具体的业务需求，对客户AI应用成熟度做评估，设计具体的解决方案；3、AI解决方案实施指导：针对具体的业务问题，指导客户和公司工程师完成解决方案的研发落地；4、面向客户和行业上下游相关人士进行现场或远程培训；5、挖掘、洞察用户需求，调研市场优质方案和产品，对公司产品的应用场景设计给出建议。任职要求：1、本科及以上学历，有AI或大数据类行业实习经验， 对商用AI有热情；2、,"视觉动力是国内工业级新能源发电领域SaaS集成服务开创者，为分布式与集中式光伏项目提供全生命周期的技术服务与解决方案。公司拥有国内自主研发的公里级光资源图谱与数据服务；针对项目早期需求，打造出光伏宏观选址及规划平台，覆盖""整县推进""项目需求的全套解决方案；基于项目精细化设计需求，开发出智能化三维设计平台，深度直达可行性研究方案与施工图级别；对于存量项目提供基于云端的短中长期功率预测服务，为电站后运维降本增效。公司核心团队成员来自美国知名高校、美国实验室和国内电力研究院的行业专家。公司拥有自己的核心技术，行",https://www.liepin.com/company/13162947/,https://www.liepin.com/lptjob/66832231,2024-05-11 14:54:21
知乎商务助理/实习生-华北(A125210),北京-朝阳区,本科,,1人,150-200元/天,广告/公关/会展,,50-99人,,,实习,<岗位标签></岗位标签>职责描述：商务性工作：1. 独立BD客户，协助商务经理完成业绩目标任务2. 辅助商务经理沟通客户，挖掘知乎需求，总结会议纪要，必要时可独立沟通3. 协助竞品分析、独立方案撰写（可陆续承接小型竞标方案），擅长ppt、excel的优先4. 协助商务经理客户复盘，商务部分内容撰写事务性工作：1. 协助商务经理走合同、订单、发票、认款流程（易快报、邮件等）2. 协助商务经理给合作客户走平台流程（开户、smp等）3. 竞标、供应商入库过程的文件材料整理上传任职要求：希望你的性格特点：1. ,"知外文化成立于2013 年，主要业务为协助品牌进行互联网推广，涉及平台包括知乎、 小红书、抖音和B站等主流精准垂直的新媒体平台，服务行业覆盖电子产品、服装、美食、快消、汽车、电商、美妆、奢侈品、互联网、云技术等。目前已成为知乎头部mcn机构，签约博主1300余位，更有吕小军、刘畊宏等多位大咖,合作有伊利、雅诗兰黛、倍思、科大讯飞、佳能等千余个品牌知乎头部MCN机构小红书ISP独立整合营销商",https://www.liepin.com/company/12702271/,https://www.liepin.com/lptjob/66831267,2024-05-11 14:53:07
保险精算师,北京-朝阳区,硕士,3-5年,,13-17k·15薪,保险,,10000人以上,,,,<岗位标签>保险精算</岗位标签>工作职责：1、内含价值、法定准备金、会计准备金等评估模型、评估流程、评估结果及差异分析；2、IFRS17项目，完成精算模型搭建、数据验证、影响测试及分析；3、其他相关工作。其他要求：1、研究生及以上学历，3年精算工作经验2、有准备金评估、价值评估、资产负债管理等工作经验者优先3、踏实认真、责任心强，具有良好的沟通能力、快速学习能力和团队意识；4、精算师资格要求：通过4门及以上课程（中国、北美、英精、澳精等）5、专业要求：保险、精算、数学、统计、计算机、金融6、相关技能：P,泰康养老保险股份有限公司成立于2007 年8 月10 日，注册资本50 亿元，目前在全国范围内设立了34家分公司。累计服务企业客户超42万家，服务企业员工数超3400万人次。泰康养老产品线全面对接国家医养三支柱，致力于为广大雇主和雇员提供企业/职业年金、团体寿险、团体意外险、团体及个人健康保险、团体及个人养老保险、个人税优健康保险等一揽子福利医养解决方案。 泰康养老始终秉承“专业化、规范化、国际化”的企业理念。近年来，在巩固企业员工福利和企业年金业务等核心竞争力的基础上，不断创新商业模式，丰富产品链条，优,https://www.liepin.com/company/3793616/,https://www.liepin.com/job/1966627939.shtml,2024-05-10 17:31:58
ESG及绿色金融助理,北京-朝阳区,本科,,1人,100-200元/天,咨询服务,,1-49人,融资未公开,,实习,<岗位标签></岗位标签>协助国际组织国内会员的联络和维护工作* 协助国际组织（UNEP FI、CHINA SIF等）重要文件的翻译校对；* 协助国际组织会员相关会议（含线上）* 协助绿色金融科普和传播的内容制作；* 协助其他市场工作；* 公司临时委派的工作。任职要求：* 本科生或研究生，英语、经管、环境、金融、社科类专业优先；* 诚实守信，专注负责，注重效率，能保证稳定、充足的工作时间；* 具备优秀的中英文写作、翻译和表达能力，专注细节；* 善于学习，信息搜集、解析、研究能力强，能熟练应用AI工具者优先,商道融绿是国内绿色金融及责任投资专业服务机构，专注于为客户提供责任投资与ESG评估及信息服务、绿色债券评估认证、绿色金融咨询与研究等专业服务。商道融绿是中国责任投资论坛（China SIF）发起机构，始终致力于倡导建设负责任的中国资本市场。商道融绿愿与您共同实施可持续金融解决方案，防控风险，把握机遇，推动资本共创可持续未来。商道融绿为：中国责任投资论坛（China SIF）发起单位中国金融学会绿色金融专业委员会（GFC）理事单位联合国责任投资原则（PRI）的签署机构气候债券标准（CBS）认可的评估认证机构,https://www.liepin.com/company/12215843/,https://www.liepin.com/lptjob/66829651,2024-05-11 14:50:44
用户研究实习生,北京,本科,,,100-150元/天,互联网,,10000人以上,美股上市,,实习,<岗位标签>用户研究</岗位标签>工作职责1. 参与和支持百度网盘相关业务的用户研究工作，包括案头研究、用户访谈、问卷调研、可用性测试等2. 参与和执行用户招募、数据分析、访谈测试等相关工作3. 能在指导下完成用户调研及产品分析报告4. 海外调研项目（东南亚、中东、日韩为主）相关用户访谈及资料的翻译及整理工作任职资格1. 在读硕士研究生优先，心理学、社会学、统计学、经济及市场营销等相关专业2. 熟悉定性、定量研究方法，会使用Excel、SPSS等数据分析软件3. 有较好的英文听说读写能力，会其他小语种（如,百度，全球最大的中文搜索引擎、最大的中文网站。2000年1月创立于北京中关村。 百度拥有数千名研发工程师，这是中国乃至全球最为优秀的技术团队，这支队伍掌握着世界上最为先进的搜索引擎技术，使百度成为中国掌握世界尖端科学核心技术的中国高科技企业，也使中国成为美国、俄罗斯、和韩国之外，全球仅有的4个拥有搜索引擎核心技术的国家之一。 从创立之初，百度便将“让人们最便捷地获取信息，找到所求”作为自己的使命，成立以来，公司秉承“以用户为导向”的理念，不断坚持技术创新，致力于为用户提供“简单，可依赖”的互联网搜索产品及,https://www.liepin.com/company/884492/,https://www.liepin.com/lptjob/66829297,2024-05-11 14:50:12
海外运营实习生（西班牙语&英语）,北京-朝阳区,硕士,,2人,200-250元/天,资产管理,,10000人以上,,,实习,<岗位标签>新媒体运营；用户运营；广告投放/流量运营</岗位标签>岗位职责1.负责海外社交媒体渠道的内容运营策划发布工作，包括但不限于日常发帖，活动运营及维护粉丝页2.负责视频脚本，广告文案，西语及英语app文案的翻译和校对3.监控社交媒体信息动态，跟踪并及时反馈产品在海外重点社媒，社区，媒体舆情4.负责协助其他部门的西语需求，如会议口译任职要求1.西班牙语听说读写熟练，DELE B2及以上，英语听说读写流利2.善于捕捉热点，策划内容，编写文案，有运营活动的能力与经验3.具有团队合作精神，良好的沟通能力和,宜信公司是一家从事普惠金融和财富管理业务的金融科技企业，在信用科技、财富管理科技、保险科技等领域具有优势地位。成立以来，坚持理念创新、模式创新和技术创新，服务了中国400多万个人消费者、小微企业主、个体工商户和农户，以及100多万大众富裕人群和高净值、超高净值人群，用实际行动践行“科技让金融更美好”。旗下从事财富管理科技和信用科技的宜人金科（NYSE:YRD）2015年在美国纽交所上市。,https://www.liepin.com/company/891743/,https://www.liepin.com/lptjob/66829083,2024-05-11 14:49:41
Customer Service Representative,北京-海淀区,本科,3-5年,,薪资面议,通信设备,,1-49人,,,,"<岗位标签>office；售前客服；录入；资料管理；质检客服；投诉客服；接听客服；在线客服；售后客服</岗位标签>Roles & Responsibilities:工作职责：As part of our Sales Support & Customer Experience group, the primary task of the Customer Service Representative (Beijing) is to ensure a liaison between the internal/","Overview公司介绍EXFO develops smarter network test, monitoring and analytics solutions for the world’s telecommunications service providers, network equipment manufacturers and webscale companies—and we love what we do! With over 2,000 employees in more than ",https://www.liepin.com/company/10150333/,https://www.liepin.com/job/1938868953.shtml,2024-05-10 17:08:54
产品经理,北京-海淀区,学历不限,经验不限,,10-20k,人力资源服务,,1000-2000人,,,,<岗位标签></岗位标签>岗位职责：1. 负责产品的需求收集、分析与整理，制定产品规划；2. 设计产品功能，撰写产品需求文档，推动产品的开发与迭代；3. 协调资源，与设计、开发、运营团队紧密合作，确保产品的顺利上线和优化；4. 跟踪产品的市场反馈，持续优化产品体验，提升用户满意度；5. 进行竞品分析，关注行业动态，为产品创新提供策略支持。任职要求：1. 具备良好的产品思维，能独立完成产品设计与项目管理；2. 熟悉互联网产品开发流程，有成功上线产品经验者优先；3. 具有优秀的沟通协调能力和团队合作精神，能够,公司凭借管理团队具备的国际视野和欧美客户网络，结合中国本土的人才资源优势，致力于为全球数字电视和广播行业制造业提供服务。我们专注于为数字机顶盒、智能电视、互联网电视等电视/视频相关的终端设备提供高附加值的软件和解决方案。我们的团队拥有丰富的行业经验和专业知识，能够准确把握全球数字电视和广播行业的发展趋势和市场需求。我们不仅注重产品的研发和创新，还致力于提供全方位的技术支持和售后服务，确保客户能够获得用户体验和满意度。作为一家具有国际视野的公司，我们紧跟全球技术发展的脚步，并积极与欧美客户合作，建立了广泛的,https://www.liepin.com/company/1616589/,https://www.liepin.com/job/1965310875.shtml,2024-05-10 17:15:07
人力资源实习生,北京-海淀区,本科,,1人,100-150元/天,科技金融,,500-999人,融资未公开,,实习,<岗位标签>人力资源管理；绩效管理；离职管理；考勤管理；薪酬核算；培训开发与实施；合同管理；人力资源经验</岗位标签>一、岗位职责：1. 协助完成员工入离职手续、员工档案整理、劳动合同签订等人事基础工作；2. 协助进行员工考勤统计、薪资核算等相关工作；3. 协助开展员工培训、绩效考核等人力资源活动；4. 协助进行招聘流程，包括简历筛选、面试安排及后续跟进；5. 完成上级交办的其他人力资源相关工作。二、任职要求：1. 人力资源管理、工商管理、心理学等相关专业在读学生，本科及以上学历；2. 对人力资源管理工作,金网络（北京）数字科技有限公司是隶属于中国航空工业集团，是由中航产融、中航国际、国家军民融合大基金、航发基金等共同发起的专注于产融科技服务的平台公司，公司依托科技平台构建产业数字化和金融综合服务生态。公司成立于2015年11月，注册资本3.1亿元。 中航金网络已经发展成一家以金融科技研发、产品服务开发、管理系统搭建、管控专业咨询四大类业务为一身的供应链金融与管理综合服务企业。金网络公司开发并运营的中航信用供应链金融服务平台，向产业链供应链上下游企业提供订单融资、存货融资、应收账款保理等金融信息服务业务。 ,https://www.liepin.com/company/8758920/,https://www.liepin.com/lptjob/66828965,2024-05-11 14:49:29
主观投研实习,北京-海淀区,本科,,,500元/天,互联网,,1-49人,,,实习,<岗位标签></岗位标签>【岗位职责】1. 进行区块链行业和赛道研究，包括热门事件、产业格局与行业应用等内容，对产业政策、市场状况进行持续跟踪，撰写行业周报、公司动态报告等；2. 配合投研分析师，整理热点项目资料，查找行业数据、整理行业公司资讯，总结行业调研结论，协助完成行业信息收集和分析的工作；3. 协助团队完成海外区块链项目 deal sourcing、项目沟通与评估、尽职调查，创业公司对接；4. 优秀者有明确的留用机会，全职员工薪资达到头部量化基金水平。【岗位要求】1. ⼤四及以上年级，时间充裕；2,北京游码科技有限责任公司，公司规模为少于50人，公司类型为民营公司，所属行业为金融/投资/证券。,https://www.liepin.com/company/13883769/,https://www.liepin.com/lptjob/66828655,2024-05-11 14:49:19
HR&行政实习生,北京-海淀区,本科,,1人,300-500元/天,学术/科研,,50-99人,,,实习,<岗位标签>企业文化管理；行政前台/接待；企业文化；会议管理</岗位标签>职位内容：一、日常运营工作1、零食区、茶歇区每日布置、定期盘点2、日常会议室的预定、协调3、学术报告筹备 & 会务支持4、重要老师到京酒店、机票、餐厅预定5、门禁开通办理入职办理SOP 6、日常文件和节日福利的快递邮寄二、HR相关工作招聘全流程跟进：招聘mapping（猎聘or Boss）-初步沟通-推给leader审核简历—安排面试（一般为三轮）-实习计划-确认薪资-申请offer-员工入职landing三、文化相关工作1、团建等,北京科学智能研究院，成立于2024-03-22，位于北京市海淀区丰秀中路3号院13号楼2层201，所属行业是科学研究和技术服务业。学术/科研 50-99人,https://www.liepin.com/company/13868423/,https://www.liepin.com/lptjob/66827931,2024-05-11 14:48:27
记者/采编,北京-西城区,本科,,,120-150元/天,农/林/牧/渔,,100-499人,融资未公开,,实习,<岗位标签>可转正；可提供实习证明；新媒体；新闻/出版</岗位标签>岗位职责：进行杂志社采编和编务工作，完成杂志、新媒体矩阵内容建设。任职条件：1、具备基本的文字撰写能力，具有一定的选题策划能力，能在领导指导下完成采编、组稿、校对；具备新媒体内容采编、编辑、制作能力；拥有园林专业背景优先。2、在校本科生或硕士研究生，每周能保证至少3天实习时间。3、具有良好的心理素质和身体素质。,北京市花木有限公司成立于1956年，隶属于北京城建园林绿化集团，是以绿化美化工程设计、施工为主业的大型园林绿化综合公司。是国家高新技术企业、“全国优秀花木种植企业”、2019度全国绿化企业50强和“北京市农业产业化重点龙头企业”。 公司以全产业链发展、全国化布局、全球化协作为企业总体发展战略，依靠技术方针、人才体系，实现大跨步发展，目前年产值超10亿元。公司下设科研、生产、绿化施工等5个二级公司和事业部，并在陕西、山西、云南等地设有分公司，专业分工细致、技术集成能力强。 花卉业务板块，公司集花卉设计、研发,https://www.liepin.com/company/10224529/,https://www.liepin.com/lptjob/66827133,2024-05-11 14:48:06
Group Digital Strategy Intern (Long term internship),北京-朝阳区,本科,,,150-200元/天,保险,,100-499人,,,实习,"<岗位标签></岗位标签>As an intern of Group Digital Strategy in Group Technology & Operations at Zurich Insurance, you are jointly responsible for the strategic development of the Zurich group key initiatives with a focus on digitization.What You Will DoYou will b",苏黎世财产保险（中国）有限公司（苏黎世中国）由苏黎世保险公司北京分公司于2013年4月经保监会批准改建，致力于为企业客户提供全面的保险解决方案和风险管理服务。我们服务的对象包括在中国开展业务的外国客户、苏黎世全球客户在中国的机构、国内的大中型企业，特别是那些“走出去”的中国跨国公司。通过系统的产品和分销战略，苏黎世中国期望成为创新型保险公司，致力在中国创造稳定的盈利增长。,https://www.liepin.com/company/13711547/,https://www.liepin.com/lptjob/66826949,2024-05-11 14:47:45
