职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
财务共享中心-财务核算专员（校园）,北京-海淀区,本科,,,8-11k,制药,,2000-5000人,港股上市,,应届,<岗位标签>财务结算；财务管理；共享中心财务；业财融合；税金核算；资金管理；财务核算</岗位标签>岗位职责：1.负责业务单据审核、财务核算及资金结算；2.负责制定或完善相关制度建设及编制审核业务规范；3.负责业务流程梳理及优化；4.公司安排的其他工作。任职要求：1.大学本科及以上学历，会计、财务管理等财经类相关专业；2.性格开朗、沟通表达能力强，品行端正，诚实守信，遵纪守法，勤奋敬业，团结协作，有较强的事业心和责任感；3.2年及以上工作经验，具有财务共享中心经验者优先；4.年龄不超过35周岁，特别优秀的可,中国同辐股份有限公司是中国核工业集团有限公司控股子公司，于 2011 年在原中国同位素有限公司基础上重组设立，是集团公司核技术 应用产业发展平台，2018 年 7 月 6 日在香港联合交易所成功上市。公司总部下设总工程师办、3 个委员会和 14 个职能部门。现有员 工 3000 多人，资产总额近百亿。,https://www.liepin.com/company/7904462/,https://www.liepin.com/lptjob/66779901,2024-05-11 13:06:15
市场部 intern,北京-朝阳区,本科,,,120-150元/天,制药,,5000-10000人,美股上市,,实习,"<岗位标签>市场运营；市场推广</岗位标签>职位描述:1.负责公司产品的线上渠道推广及销售工作,包括网站平台搭建与维护等2.参与公司市场营销活动的策划和执行3.收集客户反馈信息,整理分析,及时反馈并优化改进产品营销方案4.协助上级制定部门年度目标计划和实施计划,完成业绩指标5.对销售数据进行汇总统计和分析,提供市场报告和建议6.协助部门经理开展业务培训,提高团队整体素质7.完成领导交办的其它任务职位要求:1.本科及以上学历,有市场工作经验优先2.具备良好的沟通表达能力和组织协调能力,能够承受一定的工作压力","百济神州是一家立足于科学的全球性生物科技公司，专注于开发创新、可负担的药物，旨在为全球患者改善治疗效果，提高药物可及性。目前公司广泛的药物组合包括40多款临床候选药物。公司通过加强自主研发能力和合作，加速推进多元、创新的药物管线开发。我们致力于在2030年前为全球20多亿人全面改善药物可及性。百济神州在全球五大洲打造了一支超过8,000人的团队。欲了解更多信息，请访问*************************。",https://www.liepin.com/company/9289489/,https://www.liepin.com/lptjob/66779793,2024-05-11 13:05:38
机械设计工程师（北京）(J11051),北京-海淀区,硕士,,3人,8-13k,新材料,,10000人以上,融资未公开,,应届,<岗位标签></岗位标签>职责描述：1、负责装备各模块的CAD设计并出加工图。 2、运用三维造型软件绘制三维模型。 3、相关资料的整理。 4、校审人员除了进行相关设计工作，还需对图纸进行审核校对。 5、领导交办的其他工作。任职要求：1、机械设计或材料科学与工程（金属材料）粉未冶金，材料加工等相关专业。 2、熟练使用CAD制图软件设计图纸，熟练使用三维软件造型设计。3、硕士及以上学历。4、能够阅读整理专业技术资料。5、专业基础扎实，创新意识强，肯钻研，动手能力强。 6、校核审核人员要求具有丰富设计经验和相关,中国钢研科技集团有限公司（简称中国钢研）成立于2006年12月，经国务院同意、国务院国资委批准、由原钢铁研究总院（创建于1952年）更名为中国钢研科技集团公司，冶金自动化研究设计院（创建于1973年）作为全资子企业并入中国钢研科技集团公司。是我国冶金行业最大的综合性研究开发和高新技术产业化机构，2009年5月，经国务院国资委批准改制为国有独资公司，并进行董事会试点。,https://www.liepin.com/company/8071331/,https://www.liepin.com/lptjob/66778297,2024-05-11 13:04:24
财务实习生,北京-海淀区,本科,,,180-250元/天,其他行业,,1000-2000人,,,实习,<岗位标签>纳税申报；涉税业务</岗位标签>岗位职责： 1完成税务申报工作，协助银行、外勤工作； 2负责财务单据的审核、整理； 3协助进行财务档案的归档工作； 4统计进项发票并核对；5管理与财务有关的合同；6配合完成部门其他工作。 岗位要求： 1具有会计从业资格证，初级优先； 2做事认真，责任心强，有一定的抗压能力；3工作积极主动、服从安排； 4熟练操作日常办公软件； 5具有良好的沟通能力和保密意识，善于学习。 6每周出勤三天及以上，可持续工作三个月以上。,海光公司成立于2014年，主要从事高端处理器、加速器等计算芯片产品和系统的研究、开发，为数字中国提供核心计算引擎。作为国产先进微处理器产业的推动者，海光信息以务实的态度、创新的理念、先进的技术和可靠的产品，致力于促进我国信息产业核心竞争力的提升。海光处理器兼容市场主流的x86指令集，具有成熟而丰富的应用生态环境。 海光处理器内置专用安全硬件，支持多种先进的漏洞防御技术，内置高性能的国密协处理器和密码指令集，支持可信计算的国内、国际标准，支持机密计算技术，能够进行主动安全防御，通过了相关权威机构的安全测试，,https://www.liepin.com/company/8826705/,https://www.liepin.com/lptjob/66777539,2024-05-11 13:03:36
HR实习生,北京-海淀区,本科,,,180-250元/天,其他行业,,1000-2000人,,,实习,<岗位标签>岗位配置招聘</岗位标签>职责描述：1、招聘信息的发布、维护2、简历搜索、筛选，面试邀约3、协调入职办理，跟进流程4、各类报表及数据分析5、完成其他临时性工作。任职要求：1、有志于HR工作的在校大学生(大三优先，每周保证3天以上实习时间)2、有良好的书面和语言表达能力3、熟练使用OFFICE软件，尤其是EXCEL、 PPT等。4、性格开朗，善于与人沟通，做事认真仔细,海光公司成立于2014年，主要从事高端处理器、加速器等计算芯片产品和系统的研究、开发，为数字中国提供核心计算引擎。作为国产先进微处理器产业的推动者，海光信息以务实的态度、创新的理念、先进的技术和可靠的产品，致力于促进我国信息产业核心竞争力的提升。海光处理器兼容市场主流的x86指令集，具有成熟而丰富的应用生态环境。 海光处理器内置专用安全硬件，支持多种先进的漏洞防御技术，内置高性能的国密协处理器和密码指令集，支持可信计算的国内、国际标准，支持机密计算技术，能够进行主动安全防御，通过了相关权威机构的安全测试，,https://www.liepin.com/company/8826705/,https://www.liepin.com/lptjob/66777211,2024-05-11 13:03:24
HR实习生1,北京-海淀区,本科,,1人,180-250元/天,其他行业,,1000-2000人,,,实习,<岗位标签>绩效管理；企业文化</岗位标签>HR实习生一岗位职责：1. 协助开展绩效管理工作：包括但不限于绩效系统的维护、绩效表格的收取、绩效考评会议的协助等。2. 协助开展培训活动：包括但不限于培训活动的组织与联络，培训材料的整理等。3. 协助开展企业文化活动：协助开展文化活动的落地执行，活动开展过程的组织与协调；4. 协助开展HR公众号的运维，协助进行公众号图文的编辑与发布。任职要求：1. 有志于HR工作的在校大学生；2. 具有良好的沟通协调能力，拥有较好的文字写作能力，做事认真细心，抗压能力强；3.,海光公司成立于2014年，主要从事高端处理器、加速器等计算芯片产品和系统的研究、开发，为数字中国提供核心计算引擎。作为国产先进微处理器产业的推动者，海光信息以务实的态度、创新的理念、先进的技术和可靠的产品，致力于促进我国信息产业核心竞争力的提升。海光处理器兼容市场主流的x86指令集，具有成熟而丰富的应用生态环境。 海光处理器内置专用安全硬件，支持多种先进的漏洞防御技术，内置高性能的国密协处理器和密码指令集，支持可信计算的国内、国际标准，支持机密计算技术，能够进行主动安全防御，通过了相关权威机构的安全测试，,https://www.liepin.com/company/8826705/,https://www.liepin.com/lptjob/66777161,2024-05-11 13:02:59
音乐版权实习生-音乐,北京-海淀区,本科,,,100-150元/天,互联网,,10000人以上,其他,,实习,<岗位标签></岗位标签>职位描述: 日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。团队介绍：团队负责字节跳动中国音乐业务，包括流媒体汽水音乐，抖音音乐、版权内容等相关业务，我们致力于成为具有影响力的音乐平台，成为让用户最容易发现音乐、了解音乐、进行音乐表达和创作、围绕音乐交流的社区。1、协助音乐版权日常工作维护，包括但不限于国内外音乐版权业务的日常运营对接执行等，如版权拓展、业务对接、歌曲入库、上线、推广和认领等；2、整理报表需求文档；3、版权方dou+投放和拉新；4,"字节跳动成立于2012年3月，公司使命为“Inspire Creativity, Enrich Life（激发创造，丰富生活）”。公司业务覆盖150个国家和地区，拥有15万名员工。字节跳动在全球推出了多款有影响力的产品，包括今日头条、抖音、西瓜视频、飞书、Lark、PICO、剪映、TikTok等。截至2021年6月，字节跳动旗下产品全球月活跃用户数超过19亿。",https://www.liepin.com/company/7863078/,https://www.liepin.com/lptjob/66777037,2024-05-11 13:02:48
招标代理服务业务员,北京-丰台区,本科,,2人,5-6k,IT服务,,,融资未公开,,应届,<岗位标签>专业服务；招投标管理；能源行业</岗位标签>（一）岗位职责负责协助项目总监组织开展招标代理采购业务；（二）任职条件1．具有工程、经济类相关本科及以上学历。2．30周岁以下。3．有良好的文化素养，有较强的组织协调、团队合作以及语言和文字表达能力；具有较强的执行力和较高的计算机软件操作水平；具有招投标管理工作经验者优先考虑。公司是国企背景，员工福利好，享受北京地区五险一金，年度体检，带薪年休假，优秀员工奖、优秀员工疗养等。 截止日期：2024年06月30日招聘人数：2人,北京峰玉科技有限公司一直致力于面向电力行业提供整体解决方案，在信息咨询、软件开发、系统集成、运维服务等多个领域积累了丰富经验，和多个知名系统软硬件厂商建立了非常良好的合作关系。公司拥有深厚的电力行业背景、丰富的实施经验、领先的专业技术、周到的实施服务理念，能够在信息咨询、系统集成、软件开发、技术服务等多个领域为客户提供全面信息技术服务，是一家业务涉及发电企业应用软件研发与实施、系统集成、IT运维服务的高新技术企业。公司已通过了ISO90001质量管理体系资质认定，获得软件企业证书、中关村高新企业证书。北京,https://www.liepin.com/company/9649395/,https://www.liepin.com/lptjob/66776855,2024-05-11 13:02:25
招标管理实习生 (MJ001859),北京-丰台区,本科,,1人,150-200元/天,医疗健康,,5000-10000人,,,实习,<岗位标签></岗位标签>工作职责：1、维持招标信息管理系统的基础运维，做好系统使用的支持工作。2、及时准确完成药品及疫苗投标相关资料的收集整理更新归档。3、部门支持性工作，包括但不限于考勤汇总、固定资产、跨部门沟通等实习要求：1、认同公司经营管理理念，积极践行公司文化理念，传播正向价值理念。2、工作态度积极主动，严谨，责任心强，有一定抗压能力3、每周实习4-5天，实习期半年以上者优先考虑4、医药相关专业优先考虑招聘人数：1人,科园信海（北京）医疗用品贸易有限公司（简称：上药科园贸易）系上海医药集团（连续多年荣登《财富》世界500强）所属上药控股核心医药进口及分销企业，于2009年入驻北京天竺综合保税区，是一家集进口保税、医药流通、疫苗服务、数字化营销、市场准入、供应链延伸服务等多元化的大型综合服务型医药企业，业务区域覆盖全国，业绩增长率持续超过行业平均水平。公司秉承“服务为荣”的企业文化，服务产业发展、服务从业伙伴、服务社会民众，致力于发展成为世界一流的科技型健康服务企业。上药科园贸易先后通过多家跨国企业的质量管理体系审计，享,https://www.liepin.com/company/9783463/,https://www.liepin.com/lptjob/66776623,2024-05-11 13:02:13
解决方案工程师,北京-海淀区,硕士,,2人,15-18k·13薪,互联网,,1000-2000人,沪深A股上市,,应届,<岗位标签></岗位标签>岗位职责：1、负责公司网络产品和项目方案的售前支持和部门日常售前技术咨询支持，包括基础的常规网络技术方案的撰写和讲解，协助销售经理与客户交流；2、配合销售经理挖掘和把握客户需求，对客户需求进行分析调研及评审，协助销售经理引导客户的消费取向；3、根据客户需求，设计可行的解决方案，协同产研与实施团队，快速实现方案落地；4、维护客情关系，持续跟踪客户对产品使用情况，及时给出专业的改进建议并协同团队执行到位；5、根据实际需求和具体项目，沉淀优化解决方案。岗位要求：1、硕士以上学历，计算机,北京北纬通信科技股份有限公司（以下简称“北纬科技”或“公司”）成立于1997年，是一家致力于提供移动互联网先进产品与服务的移动互联网服务集成商。公司于2007年在深圳证券交易所成功挂牌上市，系中国较早登陆A股市场的移动增值服务提供商。 北纬科技系北京市认定的高新技术企业，拥有较为完善的研发体系和安全体系架构，自主研发了私有paas平台、海量数据处理平台。公司作为较早进入移动互联网服务领域的企业之一，集结了具有竞争力的研发、市场、内容制作、业务运营等技术能力和专业团队，专注于移动互联网服务与系统产品的研发和,https://www.liepin.com/company/449030/,https://www.liepin.com/lptjob/66776607,2024-05-11 13:02:01
大客户销售,北京-海淀区,硕士,,2人,10-15k,互联网,,1000-2000人,沪深A股上市,,应届,<岗位标签>物联网；客户管理；市场洞察；保险产品设计；区域销售；渠道销售</岗位标签>岗位职责:1、负责公司物联网领域终端客户和渠道客户的开拓；2、负责客户关系管理，客户关系维护，与客户建立并保持良好的合作关系；3、搜集国内外物联网行业政策、竞争对手信息、客户信息等，4、根据本销售区域特点，提出市场推广方案建议（销售目标、销售模式、销售策略等），协助实施市场调研、市场推广工作。任职资格:1、 硕士及以上学历，计算机、通讯、市场营销类专业优先考虑；2、 对物联网及互联网行业有浓厚兴趣，热衷高科技行业3、 自,北京北纬通信科技股份有限公司（以下简称“北纬科技”或“公司”）成立于1997年，是一家致力于提供移动互联网先进产品与服务的移动互联网服务集成商。公司于2007年在深圳证券交易所成功挂牌上市，系中国较早登陆A股市场的移动增值服务提供商。 北纬科技系北京市认定的高新技术企业，拥有较为完善的研发体系和安全体系架构，自主研发了私有paas平台、海量数据处理平台。公司作为较早进入移动互联网服务领域的企业之一，集结了具有竞争力的研发、市场、内容制作、业务运营等技术能力和专业团队，专注于移动互联网服务与系统产品的研发和,https://www.liepin.com/company/449030/,https://www.liepin.com/lptjob/66776491,2024-05-11 13:01:50
